,n_vac,uco,ciu,pt,asig,ta,empleo,efun,cursos,t_max,t_min,fecha_cob,csce,obs,cantidad_vacantes
0,05113,CUARTEL GENERAL DEL MANDO DE TROPAS DE MONTAÑA,50083231,5JA77/005,PA,C,CAP,"['TRA.', 'ART.', 'ING.', nan]",IB:E,6,,,"489,98","656,959",
1,05114,REGIMIENTO DE OPERACIONES DE INFORMACION N.o 1,50069718,5JA77/013,PA,C,CAP,"['TRA.', 'ART.', 'ING.', nan]",IN:E,6,,,"374,87","215,959",
2,05115,REGIMIENTO DE OPERACIONES DE INFORMACION N.o 1,50069718,5JA77/011,PA,C,CAP,"['TRA.', 'ART.', 'ING.', nan]",IN:E,6,,,"450,47","D73,959",
3,05116,REGIMIENTO DE OPERACIONES DE INFORMACION N.o 1,50069718,5JA77/012,PA,C,CAP,"['TRA.', 'ART.', 'ING.', nan]",IN:E,6,,,"374,87","215,959",
4,05117,REGIMIENTO DE OPERACIONES DE INFORMACION N.o 1,50069718,5JA77/009,PA,C,CAP,"['TRA.', 'ART.', 'ING.', nan]",IN:E,6,,,"450,47","D73,959",
5,05118,REGIMIENTO DE OPERACIONES DE INFORMACION N.o 1,50069718,5JA77/010,PA,C,CAP,"['TRA.', 'ART.', 'ING.', nan]",IN:E,6,,,"450,47","D73,959",
6,05119,REGIMIENTO DE OPERACIONES DE INFORMACION N.o 1,50069718,5JA77/008,PA,C,CAP,"['TRA.', 'ART.', 'ING.', nan]",IN:E,6,,,"450,47","D73,959",
7,05120,BATALLON DE ZAPADORES XI,50013330,5JA84/002,PA,C,CAP,"['TRA.', 'ART.', 'ING.', nan]",FP:E,6,,,"450,47",959,
8,05121,BATALLON DE ZAPADORES I,51081222,5JA84/003,PA,C,CAP,"['TRA.', 'ART.', 'ING.', nan]",FP:E,6,,,"450,47",959,
9,05122,BATALLON DE CG. DE LA BRIGADA «GUZMAN EL BUENO» X,50061521,5JA77/001,PA,C,CAP,"['TRA.', 'ART.', 'ING.', nan]",FP:E,6,,,"450,47","656,959",
10,05123,GRUPO LOGISTICO X,50086388,5JA77/001,PA,C,CAP,"['TRA.', 'ART.', 'ING.', nan]",FP:E,6,,,"450,47",959,
11,05124,GRUPO LOGISTICO I,51028762,5JA77/005,PA,C,CAP,"['TRA.', 'ART.', 'ING.', nan]",FP:E,6,,,"450,47",959,
12,05125,BATALLON DE CG. DE LA BRIGADA «CANARIAS» XVI,50056348,5JA77/003,PA,C,CAP,"['TRA.', 'ART.', 'ING.', nan]",FP:E,6,,,"450,47",959,
13,05126,BATALLON DE POLICIA MILITAR 1,50030003,5JA9U/002,PA,C,CAP,"['TRA.', 'ART.', 'ING.', nan]",PN:E,6,,,"450,47","567,959",
14,05127,CUARTEL GENERAL TERRESTRE DE ALTA DISPONIBILIDAD (BETERA),50030002,5JA77/002,PA,C,CAP,"['TRA.', 'ART.', 'ING.', nan]",IN:E,6,,,"338,86","215,656,960",
15,05128,CUARTEL GENERAL TERRESTRE DE ALTA DISPONIBILIDAD (BETERA),50030002,5JA77/004,PA,C,CAP,"['TRA.', 'ART.', 'ING.', nan]",IN:E,6,,,"374,87","D74,656,960",
16,05129,REGIMIENTO DE PONTONEROS Y ESPECIALIDADES DE INGENIEROS 12,50078704,5JA84/019,PA,C,CAP,"['TRA.', 'ART.', 'ING.', nan]",ZP:E,6,,,"450,47",959,
17,05130,REGIMIENTO DE ARTILLERIA DE COSTA 4 (SAN FERNANDO),50012789,5JA80/002,PA,C,CAP,"['TRA.', 'ART.', 'ING.', nan]",FP:E,6,,,"450,47",959,
18,05131,REGIMIENTO DE TRANSMISIONES 22 (BETERA),50087639,5JA86/001,PA,C,CAP,"['TRA.', 'ART.', 'ING.', nan]",IN:E,6,,,"338,86","215,960",
19,04500,BATALLON DE HELICOPTEROS DE MANIOBRA IV,50091258,5SA8C/011,PA,C,SGT1 a SGTO,"['ARTC', 'I.LIG', 'TRA.', 'CAB.', 'ING.', nan]","HC:I,HR:I","['10', nan]",3.0,,"284,79","546,656,959",
20,04501,RGTO.DE.INF. «GALICIA» N.o 64 DE CAZADORES DE MONTAÑA,50037163,5SA85/013,PA,C,SGT1 a SGTO,"['ARTC', 'I.LIG', 'TRA.', 'CAB.', 'ING.', nan]",TM:E,"['10', nan]",3.0,,"291,07","697,959",
21,04502,RGTO. DE INF. «AMERICA» N.o 66 DE CAZADORES DE MONTAÑA,50038946,5SA84/001,PA,C,SGT1 a SGTO,"['ARTC', 'I.LIG', 'TRA.', 'CAB.', 'ING.', nan]",TM:E,"['10', nan]",3.0,,"291,07","696,959",
22,04503,REGIMIENTO DE INGENIEROS 8,50087177,5SA82/001,PA,C,SGT1 a SGTO,"['ARTC', 'I.LIG', 'TRA.', 'CAB.', 'ING.', nan]",SX:E,"['10', nan]",3.0,,"284,79",959,
23,04504,REGIMIENTO DE INFANTERIA «NAPOLES» N.o 4 DE PARACAIDISTAS,50041489,5SA85/033,PA,C,SGT1 a SGTO,"['ARTC', 'I.LIG', 'TRA.', 'CAB.', 'ING.', nan]",PA:E,"['10', nan]",3.0,,"291,07","697,959,976",
24,04505,REGIMIENTO DE INFANTERIA «NAPOLES» N.o 4 DE PARACAIDISTAS,50041489,5SA85/041,PA,C,SGT1 a SGTO,"['ARTC', 'I.LIG', 'TRA.', 'CAB.', 'ING.', nan]",PA:E,"['10', nan]",3.0,,"291,07","697,959,976",
25,04506,REGIMIENTO DE INFANTERIA «ZARAGOZA» N.o 5,50083681,5SA85/014,PA,C,SGT1 a SGTO,"['ARTC', 'I.LIG', 'TRA.', 'CAB.', 'ING.', nan]",PA:E,"['10', nan]",3.0,,"291,07","697,959,976",
26,04507,REGIMIENTO DE CABALLERIA «LUSITANIA» N.o 8,50072765,5SA78/011,PA,C,SGT1 a SGTO,"['ARTC', 'I.LIG', 'TRA.', 'CAB.', 'ING.', nan]",PA:E,"['10', nan]",3.0,,"291,07","697,959,976",
27,04508,REGIMIENTO DE CABALLERIA «LUSITANIA» N.o 8,50072765,5SA78/009,PA,C,SGT1 a SGTO,"['ARTC', 'I.LIG', 'TRA.', 'CAB.', 'ING.', nan]",PA:E,"['10', nan]",3.0,,"291,07","697,959,976",
28,04509,GRUPO DE ARTILLERIA DE CAMPAÑA VI,50091180,5SA79/003,PA,C,SGT1 a SGTO,"['ARTC', 'I.LIG', 'TRA.', 'CAB.', 'ING.', nan]",PA:E,"['10', nan]",3.0,,"291,07","697,959,976",
29,04510,GRUPO DE ARTILLERIA DE CAMPAÑA VI,50091180,5SA79/009,PA,C,SGT1 a SGTO,"['ARTC', 'I.LIG', 'TRA.', 'CAB.', 'ING.', nan]",PA:E,"['10', nan]",3.0,,"291,07","697,959,976",
30,04511,REGIMIENTO DE INFANTERIA «NAPOLES» N.o 4 DE PARACAIDISTAS,50041489,5SA84/003,PA,C,SGT1 a SGTO,"['ARTC', 'I.LIG', 'TRA.', 'CAB.', 'ING.', nan]",PA:E,"['10', nan]",3.0,,"291,07","696,959,976",
31,04512,REGIMIENTO DE INFANTERIA «NAPOLES» N.o 4 DE PARACAIDISTAS,50041489,5SB02/030,PA,C,SGTO,"['ARTC', 'I.LIG', 'MARMT', 'CAB.', 'ING.', nan]",PA:E,"['10', nan]",,,"284,79","959,976",
32,04513,REGIMIENTO DE INFANTERIA «NAPOLES» N.o 4 DE PARACAIDISTAS,50041489,5SB02/031,PA,C,SGTO,"['ARTC', 'I.LIG', 'MARMT', 'CAB.', 'ING.', nan]",PA:E,"['10', nan]",,,"284,79","959,976",
33,04514,REGIMIENTO DE INFANTERIA «ZARAGOZA» N.o 5,50083681,5SB02/061,PA,C,SGTO,"['ARTC', 'I.LIG', 'MARMT', 'CAB.', 'ING.', nan]",PA:E,"['10', nan]",,,"284,79","959,976",
34,04515,REGIMIENTO DE CABALLERIA «LUSITANIA» N.o 8,50072765,5SB04/038,PA,C,SGTO,"['ARTC', 'I.LIG', 'MARMT', 'CAB.', 'ING.', nan]",PA:E,"['10', nan]",,,"284,79","959,976",
35,04516,REGIMIENTO DE CABALLERIA «LUSITANIA» N.o 8,50072765,5SB04/039,PA,C,SGTO,"['ARTC', 'I.LIG', 'MARMT', 'CAB.', 'ING.', nan]",PA:E,"['10', nan]",,,"284,79","959,976",
36,04517,REGIMIENTO DE CABALLERIA «LUSITANIA» N.o 8,50072765,5SB04/035,PA,C,SGTO,"['ARTC', 'I.LIG', 'MARMT', 'CAB.', 'ING.', nan]",PA:E,"['10', nan]",,,"284,79","959,976",
37,04518,GRUPO DE ARTILLERIA DE CAMPAÑA VI,50091180,5SB05/002,PA,C,SGTO,"['ARTC', 'I.LIG', 'MARMT', 'CAB.', 'ING.', nan]",PA:E,"['10', nan]",,,"284,79","959,976",
38,04519,BATALLON DE ZAPADORES VI,50056870,5SB09/049,PA,C,SGTO,"['ARTC', 'I.LIG', 'MARMT', 'CAB.', 'ING.', nan]",PA:E,"['10', nan]",,,"284,79","959,976",
39,04520,BATALLON DE ZAPADORES X,50023596,5SA82/008,PA,C,SGT1 a SGTO,"['ARTC', 'I.LIG', 'MARMT', 'CAB.', 'ING.', nan]",SX:E,"['10', nan]",,,"284,79",959,
40,04521,BATALLON DE ZAPADORES XII,50092383,5SA82/005,PA,C,SGT1 a SGTO,"['ARTC', 'I.LIG', 'MARMT', 'CAB.', 'ING.', nan]",SX:E,"['10', nan]",,,"284,79",959,
41,04522,REGIMIENTO DE INGENIEROS 1,50081154,5SA82/038,PA,C,SGT1 a SGTO,"['ARTC', 'I.LIG', 'MARMT', 'CAB.', 'ING.', nan]",SX:E,"['10', nan]",,,"284,79",959,
42,04523,ESCUELA MILITAR DE MONTAÑA Y OPERACIONES ESPECIALES,55105701,5SA8C/004,PA,D,SGT1 a SGTO,"['ARTC', 'I.LIG', 'MARMT', 'CAB.', 'ING.', nan]",OE:E,"['10', nan]",,,"284,79",959,
43,04524,BATALLON DE CG. DE LA COMGE. DE CEUTA,50024641,5SA8C/005,PA,C,SGT1 a SGTO,"['ARTC', 'I.LIG', 'MARMT', 'CAB.', 'ING.', nan]",PN:E,"['10', nan]",,,"284,79","697,959",
44,04525,BATALLON DE CG. DE LA COMGE. DE CEUTA,50024641,5SA8C/006,PA,C,SGT1 a SGTO,"['ARTC', 'I.LIG', 'MARMT', 'CAB.', 'ING.', nan]",PN:E,"['10', nan]",,,"284,79","697,959",
45,04526,BATALLON DE CG. DE LA DIVISION «CASTILLEJOS»,50025936,5SA8C/002,PA,C,SGT1 a SGTO,"['ARTC', 'I.LIG', 'MARMT', 'CAB.', 'ING.', nan]",PN:E,"['10', nan]",,,"257,83","697,959",
46,04527,REGIMIENTO DE INFANTERIA «NAPOLES» N.o 4 DE PARACAIDISTAS,50041489,5WI33/001,PA,C,SGT1 a SGTO,"['ARTC', 'I.LIG', 'MARMT', 'CAB.', 'ING.', nan]","PT:I,PO:I","['10', nan]",,,"284,79","216,959",
47,04528,BATALLON DE CG. DE LA BRIGADA «EXTREMADURA» XI,50054870,5SA8C/005,PA,C,SGT1 a SGTO,"['ARTC', 'I.LIG', 'MARMT', 'CAB.', 'ING.', nan]",PN:E,"['10', nan]",,,"284,79","697,959",
48,04529,BATALLON DE CG. DE LA BRIGADA «EXTREMADURA» XI,50054870,5SA8C/006,PA,C,SGT1 a SGTO,"['ARTC', 'I.LIG', 'MARMT', 'CAB.', 'ING.', nan]",PN:E,"['10', nan]",,,"284,79","697,959",
49,04530,BATALLON DE CG. DE LA BRIGADA «CANARIAS» XVI,50056348,5SA8C/013,PA,C,SGT1 a SGTO,"['ARTC', 'I.LIG', 'MARMT', 'CAB.', 'ING.', nan]",PN:E,"['10', nan]",,,"284,79","697,959",
50,04531,BATALLON DE POLICIA MILITAR 1,50030003,5SA8C/012,PA,C,SGT1 a SGTO,"['ARTC', 'I.LIG', 'MARMT', 'CAB.', 'ING.', nan]",PN:E,"['10', nan]",,,"284,79","697,959",
51,04532,BATALLON DE POLICIA MILITAR 1,50030003,5SA8C/011,PA,C,SGT1 a SGTO,"['ARTC', 'I.LIG', 'MARMT', 'CAB.', 'ING.', nan]",PN:E,"['10', nan]",,,"284,79","697,959",
52,04533,BATALLON DE CG. DEL CGTAD.,50002381,5SA8C/003,PA,C,SGT1 a SGTO,"['ARTC', 'I.LIG', 'MARMT', 'CAB.', 'ING.', nan]",FI:E,"['10', nan]",,,"284,79","697,959",
53,04534,REGIMIENTO DE PONTONEROS Y ESPECIALIDADES DE INGENIEROS 12,50078704,5SA82/018,PA,C,SGT1 a SGTO,"['ARTC', 'I.LIG', 'MARMT', 'CAB.', 'ING.', nan]",ZP:E,"['10', nan]",,,"284,79",959,
54,04535,REGIMIENTO DE DEFENSA NBQ «VALENCIA» N.o 1,50092974,5SA8C/013,PA,C,SGT1 a SGTO,"['ARTC', 'I.LIG', 'MARMT', 'CAB.', 'ING.', nan]","NQ:I,NB:I","['10', nan]",,,"284,79","697,960",
55,04700,RGTO.DE.INF. «GALICIA» N.o 64 DE CAZADORES DE MONTAÑA,50037163,5SA85/031,PA,C,"['SGT1 a SGTO', nan]","['ARTC', 'I.LIG', 'AAAYC/AAA', 'ELCTN/ELETE', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"284,79","511,697,959",
56,04701,RGTO. DE INF. «AMERICA» N.o 66 DE CAZADORES DE MONTAÑA,50038946,5SA85/006,PA,C,"['SGT1 a SGTO', nan]","['ARTC', 'I.LIG', 'AAAYC/AAA', 'ELCTN/ELETE', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"284,79","511,697,959",
57,04702,RGTO.DE.INF. «GALICIA» N.o 64 DE CAZADORES DE MONTAÑA,50037163,5WI29/004,PA,C,"['SGT1 a SGTO', nan]","['ARTC', 'I.LIG', 'AAAYC/AAA', 'ELCTN/ELETE', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"284,79","511,959",
58,04703,CUARTEL GENERAL DEL MANDO DE TROPAS DE MONTAÑA,50083231,5WI3C/001,PA,C,"['SGT1 a SGTO', nan]","['ARTC', 'I.LIG', 'AAAYC/AAA', 'ELCTN/ELETE', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"284,79","656,960",
59,04704,REGIMIENTO MIXTO DE ARTILLERIA 30,50056218,5SA79/002,PA,C,"['SGT1 a SGTO', nan]","['ARTC', 'I.LIG', 'AAAYC/AAA', 'ELCTN/ELETE', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"257,83","511,697,960",
60,04705,REGIMIENTO MIXTO DE ARTILLERIA 30,50056218,5SA79/005,PA,C,"['SGT1 a SGTO', nan]","['ARTC', 'I.LIG', 'AAAYC/AAA', 'ELCTN/ELETE', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"257,83","697,959",
61,04706,GRUPO DE REGULARES DE CEUTA 54,50090805,5SA85/002,PA,C,"['SGT1 a SGTO', nan]","['ARTC', 'I.LIG', 'AAAYC/AAA', 'ELCTN/ELETE', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"257,83","511,697,959",
62,04707,GRUPO DE REGULARES DE CEUTA 54,50090805,5SA85/007,PA,C,"['SGT1 a SGTO', nan]","['ARTC', 'I.LIG', 'AAAYC/AAA', 'ELCTN/ELETE', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"257,83","511,697,959",
63,04708,REGIMIENTO MIXTO DE ARTILLERIA 30,50056218,5SA79/013,PA,C,"['SGT1 a SGTO', nan]","['ARTC', 'I.LIG', 'AAAYC/AAA', 'ELCTN/ELETE', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"257,83","511,697,959",
64,04709,REGIMIENTO MIXTO DE ARTILLERIA 30,50056218,5SA87/008,PA,C,"['SGT1 a SGTO', nan]","['ARTC', 'I.LIG', 'AAAYC/AAA', 'ELCTN/ELETE', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"257,83","697,959",
65,04710,REGIMIENTO DE INGENIEROS 7,50025389,5SA82/008,PA,C,"['SGT1 a SGTO', nan]","['ARTC', 'I.LIG', 'AAAYC/AAA', 'ELCTN/ELETE', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"257,83","511,697,959",
66,04711,REGIMIENTO DE INGENIEROS 7,50025389,5SA82/001,PA,C,"['SGT1 a SGTO', nan]","['ARTC', 'I.LIG', 'AAAYC/AAA', 'ELCTN/ELETE', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"257,83","511,697,959",
67,04766,BANDERA DE CG. BRIGADA «REY ALFONSO XIII» II DE LA LEGION,50040408,5SB10/011,PA,C,SGTO,TRA.,,"['10', nan]",,,"257,83","539,959",
68,04767,REGIMIENTO DE INFANTERIA «TERCIO VIEJO DE SICILIA» N.67,50027576,5SA85/008,PA,C,SGT1 a SGTO,I.LIG,,"['10', nan]",,,"284,79","511,697,959",
69,04768,REGIMIENTO DE INFANTERIA «TERCIO VIEJO DE SICILIA» N.67,50027576,5SA85/005,PA,C,SGT1 a SGTO,I.LIG,,"['10', nan]",,,"284,79","511,697,959",
70,04769,REGIMIENTO DE INFANTERIA «GARELLANO» 45,50063527,5SA85/008,PA,C,SGT1 a SGTO,I.LIG,,"['10', nan]",,,"284,79","511,697,959",
71,04770,REGIMIENTO DE INFANTERIA «GARELLANO» 45,50063527,5SA85/006,PA,C,SGT1 a SGTO,I.LIG,,"['10', nan]",,,"284,79","511,697,959",
72,04771,REGIMIENTO DE INFANTERIA «ARAPILES» N.o 62,51018912,5SA77/012,PA,C,SGT1 a SGTO,I.LIG/IACMZ,,"['10', nan]",,,"257,83","511,697,960",
73,04772,REGIMIENTO DE INFANTERIA «ARAPILES» N.o 62,51018912,5SA77/003,PA,C,SGT1 a SGTO,I.LIG/IACMZ,,"['10', nan]",,,"257,83","511,697,959",
74,04773,REGIMIENTO ACORAZADO «ALCAZAR DE TOLEDO» 61,50023973,5SA75/075,PA,C,SGT1 a SGTO,IACMZ,,"['10', nan]",,,"257,83","511,697,959",
75,04774,REGIMIENTO ACORAZADO «ALCAZAR DE TOLEDO» 61,50023973,5SA75/033,PA,C,SGT1 a SGTO,IACMZ,,"['10', nan]",,,"257,83","511,697,959",
76,04775,REGIMIENTO DE INFANTERIA «SABOYA» N.o 6,50032388,5SA75/009,PA,C,SGT1 a SGTO,IACMZ,,"['10', nan]",,,"257,83","511,697,959",
77,04776,REGIMIENTO DE INFANTERIA «SABOYA» N.o 6,50032388,5SA75/010,PA,C,SGT1 a SGTO,IACMZ,,"['10', nan]",,,"257,83","511,697,959",
78,04777,REGIMIENTO DE INFANTERIA «SABOYA» N.o 6,50032388,5SA75/002,PA,C,SGT1 a SGTO,IACMZ,,"['10', nan]",,,"257,83","511,697,959",
79,04778,REGIMIENTO DE INFANTERIA «SABOYA» N.o 6,50032388,5SA75/003,PA,C,SGT1 a SGTO,IACMZ,,"['10', nan]",,,"257,83","511,697,959",
80,04779,REGIMIENTO DE INFANTERIA «ASTURIAS» 31,50041285,5SA75/016,PA,C,SGT1 a SGTO,IACMZ,,"['10', nan]",,,"257,83","511,697,959",
81,04780,REGIMIENTO DE INFANTERIA «ASTURIAS» 31,50041285,5SA75/001,PA,C,SGT1 a SGTO,IACMZ,,"['10', nan]",,,"257,83","511,697,959",
82,04781,REGIMIENTO DE INFANTERIA «ASTURIAS» 31,50041285,5SA75/015,PA,C,SGT1 a SGTO,IACMZ,,"['10', nan]",,,"257,83","511,697,959",
83,04782,REGIMIENTO ACORAZADO «CORDOBA» N.o 10,50071813,5SA75/006,PA,C,SGT1 a SGTO,IACMZ,,"['10', nan]",,,"257,83","511,697,959",
84,04783,REGIMIENTO ACORAZADO «CORDOBA» N.o 10,50071813,5SA75/007,PA,C,SGT1 a SGTO,IACMZ,,"['10', nan]",,,"257,83","511,697,959",
85,04784,REGIMIENTO DE INFANTERIA «LA REINA» N.o 2,50072850,5SA75/029,PA,C,SGT1 a SGTO,IACMZ,,"['10', nan]",,,"257,83","511,697,959",
86,04785,REGIMIENTO ACORAZADO «CASTILLA» N.o 16,50084266,5SA75/012,PA,C,SGT1 a SGTO,IACMZ,,"['10', nan]",,,"257,83","511,697,959",
87,04786,REGIMIENTO ACORAZADO «PAVIA»4,51094394,5SA78/005,PA,C,SGT1 a SGTO,CAB.,,"['10', nan]",,,"257,83","511,697,959",
88,04787,REGIMIENTO ACORAZADO «PAVIA»4,51094394,5SA78/015,PA,C,SGT1 a SGTO,CAB.,,"['10', nan]",,,"257,83","511,697,959",
89,04788,BATALLON DE ZAPADORES X,50023596,5SA82/009,PA,C,SGT1 a SGTO,ING.,,"['10', nan]",,,"257,83","511,697,960",
90,04789,BATALLON DE ZAPADORES XII,50092383,5SA82/011,PA,C,SGT1 a SGTO,ING.,,"['10', nan]",,,"257,83","511,697,959",
91,04790,BATALLON DE ZAPADORES I,51081222,5SA82/006,PA,C,SGT1 a SGTO,ING.,,"['10', nan]",,,"257,83","511,697,960",
92,04791,BATALLON DE ZAPADORES I,51081222,5SA82/012,PA,C,SGT1 a SGTO,ING.,,"['10', nan]",,,"257,83","511,697,960",
93,04792,REGIMIENTO DE INFANTERIA «GARELLANO» 45,50063527,5SA84/001,PA,C,SGT1 a SGTO,TRA.,,"['10', nan]",,,"284,79","696,959",
94,04847,REGIMIENTO DE PONTONEROS Y ESPECIALIDADES DE INGENIEROS 12,50078704,5SA82/039,PA,C,SGT1 a SGTO,"['ARTC', 'MANME', 'ADMON', 'TRA.', 'INFOT', 'AAAYC/AAA', 'MARMT', 'MAERN', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"257,83","511,697,960",
95,04848,REGIMIENTO DE PONTONEROS Y ESPECIALIDADES DE INGENIEROS 12,50078704,5SA82/020,PA,C,SGT1 a SGTO,"['ARTC', 'MANME', 'ADMON', 'TRA.', 'INFOT', 'AAAYC/AAA', 'MARMT', 'MAERN', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"257,83","511,697,959",
96,04849,CUARTEL GENERAL DEL MANDO DE TRANSMISIONES,50085418,5SA84/002,PA,C,SGT1 a SGTO,"['ARTC', 'MANME', 'ADMON', 'TRA.', 'INFOT', 'AAAYC/AAA', 'MARMT', 'MAERN', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"257,83","656,697,959",
97,04850,REGIMIENTO DE ARTILLERIA LC. DE CAMPAÑA 63,50094413,5SA84/001,PA,C,SGT1 a SGTO,"['ARTC', 'MANME', 'ADMON', 'TRA.', 'INFOT', 'AAAYC/AAA', 'MARMT', 'MAERN', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"257,83","696,959",
98,04851,GRUPO DE CUARTEL GENERAL DEL MANDO DE OPERACIONES ESPECIALES,50046137,5WI32/001,PA,C,SGT1 a SGTO,"['ARTC', 'MANME', 'ADMON', 'TRA.', 'INFOT', 'AAAYC/AAA', 'MARMT', 'MAERN', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"284,79",960,
