,n_vac,uco,ciu,pt,asig,ta,empleo,efun,cursos,t_max,t_min,fecha_cob,csce,obs,cantidad_vacantes
99,04852,GRUPO DE OPERACIONES ESPECIALES «TERCIO DEL AMPURDAN» IV,50071564,5WI32/001,PA,C,SGT1 a SGTO,"['ARTC', 'MANME', 'ADMON', 'TRA.', 'INFOT', 'AAAYC/AAA', 'MARMT', 'MAERN', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"284,79",959,
100,04853,REGIMIENTO DE ESPECIALIDADES DE INGENIEROS 11,50048723,5WI40/003,PA,C,SGT1 a SGTO,"['ARTC', 'MANME', 'ADMON', 'TRA.', 'INFOT', 'AAAYC/AAA', 'MARMT', 'MAERN', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"257,83",959,
101,04854,UNIDAD DE TRANSMISIONES DEL MAAA. (DOS HERMANAS),50046889,5WI29/004,PA,C,SGT1 a SGTO,"['ARTC', 'MANME', 'ADMON', 'TRA.', 'INFOT', 'AAAYC/AAA', 'MARMT', 'MAERN', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"257,83",959,
102,04855,REGIMIENTO DE ARTILLERIA ANTIAEREA 73 (MARINES),50047508,5WI29/001,PA,C,SGT1 a SGTO,"['ARTC', 'MANME', 'ADMON', 'TRA.', 'INFOT', 'AAAYC/AAA', 'MARMT', 'MAERN', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"257,83","511,959",
103,04856,BATALLON DE HELICOPTEROS DE TRANSPORTE V,50017316,5WI3A/029,PA,C,SGT1 a SGTO,"['ARTC', 'MANME', 'ADMON', 'TRA.', 'INFOT', 'AAAYC/AAA', 'MARMT', 'MAERN', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"284,79","511,656,959",
104,04857,BATALLON DE HELICOPTEROS DE TRANSPORTE V,50017316,5WI3A/031,PA,C,SGT1 a SGTO,"['ARTC', 'MANME', 'ADMON', 'TRA.', 'INFOT', 'AAAYC/AAA', 'MARMT', 'MAERN', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"284,79","511,656,959",
105,04858,UNIDAD LOGISTICA DEL MANDO DE OPERACIONES ESPECIALES,50090748,5WI33/004,PA,C,SGT1 a SGTO,"['ARTC', 'MANME', 'ADMON', 'TRA.', 'INFOT', 'AAAYC/AAA', 'MARMT', 'MAERN', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"284,79",959,
106,04859,BATALLON DE CG. DE LAS FAMET,50045588,5WI35/001,PA,C,SGT1 a SGTO,"['ARTC', 'MANME', 'ADMON', 'TRA.', 'INFOT', 'AAAYC/AAA', 'MARMT', 'MAERN', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"284,79",959,
107,04860,GRUPO DE CUARTEL GENERAL DEL MANDO DE OPERACIONES ESPECIALES,50046137,5WI35/003,PA,C,SGT1 a SGTO,"['ARTC', 'MANME', 'ADMON', 'TRA.', 'INFOT', 'AAAYC/AAA', 'MARMT', 'MAERN', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"284,79","73,960",
108,04861,BATALLON DE HELICOPTEROS DE ATAQUE I,50065595,5SA8C/004,PA,C,SGT1 a SGTO,"['ARTC', 'MANME', 'ADMON', 'TRA.', 'INFOT', 'AAAYC/AAA', 'MARMT', 'MAERN', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"257,83","197,511,697,959",
109,04862,UNIDAD LOGISTICA DEL MANDO DE OPERACIONES ESPECIALES,50090748,5SA8C/006,PA,C,SGT1 a SGTO,"['ARTC', 'MANME', 'ADMON', 'TRA.', 'INFOT', 'AAAYC/AAA', 'MARMT', 'MAERN', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"284,79","197,511,697,959",
110,04863,UNIDAD LOGISTICA DEL MANDO DE OPERACIONES ESPECIALES,50090748,5SA8C/007,PA,C,SGT1 a SGTO,"['ARTC', 'MANME', 'ADMON', 'TRA.', 'INFOT', 'AAAYC/AAA', 'MARMT', 'MAERN', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"284,79","197,511,697,959",
111,04864,REGIMIENTO DE ARTILLERIA DE CAMPAÑA 11,50078337,5SB05/005,PA,C,SGTO,"['ARTC', 'MANME', 'ADMON', 'TRA.', 'INFOT', 'AAAYC/AAA', 'MARMT', 'MAERN', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"257,83","511,959",
112,04865,REGIMIENTO DE ARTILLERIA LC. DE CAMPAÑA 63,50094413,5SB05/004,PA,C,SGTO,"['ARTC', 'MANME', 'ADMON', 'TRA.', 'INFOT', 'AAAYC/AAA', 'MARMT', 'MAERN', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"257,83","511,960",
113,04866,REGIMIENTO DE ARTILLERIA ANTIAEREA 74,50060244,5SB30/001,PA,C,SGTO,"['ARTC', 'MANME', 'ADMON', 'TRA.', 'INFOT', 'AAAYC/AAA', 'MARMT', 'MAERN', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"257,83",960,
114,04867,REGIMIENTO DE ESPECIALIDADES DE INGENIEROS 11,50048723,5SB09/022,PA,C,SGTO,"['ARTC', 'MANME', 'ADMON', 'TRA.', 'INFOT', 'AAAYC/AAA', 'MARMT', 'MAERN', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"257,83","511,959",
115,04868,REGIMIENTO DE INGENIEROS 1,50081154,5SB09/022,PA,C,SGTO,"['ARTC', 'MANME', 'ADMON', 'TRA.', 'INFOT', 'AAAYC/AAA', 'MARMT', 'MAERN', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"257,83","511,959",
116,04869,REGIMIENTO DE INGENIEROS 1,50081154,5SB09/011,PA,C,SGTO,"['ARTC', 'MANME', 'ADMON', 'TRA.', 'INFOT', 'AAAYC/AAA', 'MARMT', 'MAERN', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"257,83","511,959",
117,04870,UNIDAD LOGISTICA DEL MANDO DE OPERACIONES ESPECIALES,50090748,5SB24/001,PA,C,SGTO,"['ARTC', 'MANME', 'ADMON', 'TRA.', 'INFOT', 'AAAYC/AAA', 'MARMT', 'MAERN', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"257,83","197,511,959",
118,04871,REGIMIENTO DE TRANSMISIONES 22 (SEVILLA),50035129,5SA84/003,PA,C,SGT1 a SGTO,"['ARTC', 'MANME', 'ADMON', 'TRA.', 'INFOT', 'AAAYC/AAA', 'MARMT', 'MAERN', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"207,22","656,696,960",
119,04872,REGIMIENTO DE TRANSMISIONES 22 (SEVILLA),50035129,5SA84/005,PA,C,SGT1 a SGTO,"['ARTC', 'MANME', 'ADMON', 'TRA.', 'INFOT', 'AAAYC/AAA', 'MARMT', 'MAERN', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"207,22","656,696,960",
120,04873,REGIMIENTO DE TRANSMISIONES 22 (S.C. SASEBAS),50038747,5SA84/001,PA,C,SGT1 a SGTO,"['ARTC', 'MANME', 'ADMON', 'TRA.', 'INFOT', 'AAAYC/AAA', 'MARMT', 'MAERN', 'AUTOM', 'ING.', nan]",,"['10', nan]",,,"207,22","511,656,696,959",
121,04928,ACADEMIA DE INFANTERIA,55101713,5WI1G/001,PA,C,SGT1,"['INFOT', 'MAERN', nan]",,"['10', nan]",,,"207,22",959,
122,04929,USAC «PRIMO DE RIVERA»,54130019,5SA66/001,PA,D,SGT1,"['INFOT', 'MAERN', nan]",,"['10', nan]",,,"164,22","197,959",
123,04930,USAC «CAMPOSOTO»,54230036,5SA66/001,PA,D,SGT1,"['INFOT', 'MAERN', nan]",,"['10', nan]",,,"164,22","197,960",
124,04931,USAC «EL BRUCH»,54330024,5SA66/001,PA,D,SGT1,"['INFOT', 'MAERN', nan]",,"['10', nan]",,,"164,22","197,511,960",
125,04932,USBA «OROEL»,54330035,5SA66/001,PA,D,SGT1,"['INFOT', 'MAERN', nan]",,"['10', nan]",,,"164,22","197,959",
126,04933,USBA «SAN JORGE»,54330036,5SA66/001,PA,D,SGT1,"['INFOT', 'MAERN', nan]",,"['10', nan]",,,"164,22","197,960",
127,04934,USAC «SANCHO RAMIREZ»,54341803,5SA66/001,PA,D,SGT1,"['INFOT', 'MAERN', nan]",,"['10', nan]",,,"164,22","197,511,960",
128,04935,USAC «GENERAL ARROQUIA»,54430016,5SA66/001,PA,D,SGT1,"['INFOT', 'MAERN', nan]",,"['10', nan]",,,"164,22","197,960",
129,04936,USBA «CID CAMPEADOR»,54430021,5SA66/001,PA,D,SGT1,"['INFOT', 'MAERN', nan]",,"['10', nan]",,,"164,22","197,511,959",
130,04937,CENTRO DE ADIESTRAMIENTO «SAN GREGORIO»,55100021,5SA66/002,PA,D,SGT1,"['INFOT', 'MAERN', nan]",,"['10', nan]",,,"184,24","197,959",
131,04938,CENTRO DE ADIESTRAMIENTO «SAN GREGORIO»,55100021,5SA66/006,PA,C,SGT1,"['INFOT', 'MAERN', nan]",,"['10', nan]",,,"257,83","165,197,511,959",
132,04939,ACADEMIA DE AVIACION DE EJÉRCITO DE TIERRA,55111893,5WI3A/006,PA,C,SGT1 a SGTO,"['INFOT', 'MAERN', nan]",,"['10', nan]",,,"184,24","511,696,960",
133,04940,ACADEMIA DE AVIACION DE EJÉRCITO DE TIERRA,55111893,5WI3A/007,PA,C,SGT1 a SGTO,"['INFOT', 'MAERN', nan]",,"['10', nan]",,,"184,24","511,696,960",
134,04941,ACADEMIA DE AVIACION DE EJÉRCITO DE TIERRA,55111893,5WI3A/001,PA,C,SGT1 a SGTO,"['INFOT', 'MAERN', nan]",,"['10', nan]",,,"184,24","696,960",
135,04942,PARQUE Y CENTRO DE MANTO. DE HELICOPTEROS,57200016,5WI3A/002,PA,C,SGT1 a SGTO,"['INFOT', 'MAERN', nan]",,"['10', nan]",,,"207,22","656,696,959",
136,04943,PARQUE Y CENTRO DE MANTO. DE HELICOPTEROS,57200016,5WI3A/014,PA,C,SGT1 a SGTO,"['INFOT', 'MAERN', nan]",,"['10', nan]",,,"207,22","656,696,960",
137,04944,PARQUE Y CENTRO DE MANTO. DE HELICOPTEROS,57200016,5WI3A/005,PA,C,SGT1 a SGTO,"['INFOT', 'MAERN', nan]",,"['10', nan]",,,"207,22","656,696,960",
138,04945,PARQUE Y CENTRO DE MANTO. DE HELICOPTEROS (ALMAGRO),57229334,5WI3A/001,PA,C,SGT1 a SGTO,"['INFOT', 'MAERN', nan]",,"['10', nan]",,,"207,22","656,696,960",
139,04946,PARQUE Y CENTRO DE MANTO. DE HELICOPTEROS (AGONCILLO),57274415,5WI3A/001,PA,C,SGT1 a SGTO,"['INFOT', 'MAERN', nan]",,"['10', nan]",,,"207,22","656,696,960",
140,01027,DIRECCION DE PERSONAL,MADRID,56200003,LD,Z,CBMY,"['HAM', nan]","['PZ:E', nan]",,,,"207,22","656,960",003
141,01028,GABINETE DEL JEME.,MADRID,50120101,LD,D,CBO,"['HAM', nan]","['PZ:E', nan]",,,,"147,87","56B,56C,656,960",002
142,01029,REGIMIENTO DE INFANTERIA «INMEMORIAL DEL REY» 1 CGE,MADRID,58000001,LD,C,CBO,"['HAM', nan]","['PZ:E', nan]",,,,"147,87","466,756,959",001
143,01030,USAC «ZARCO DEL VALLE»,MADRID,54130011,LD,C,CB1,"['HAM', nan]","['PZ:E', nan]",,,,"131,54","159,56B,56C,960",001
144,01031,USBA «GENERAL CAVALCANTI»,POZUELO DE ALARCON (MADRID),54130015,LD,Z,CBMY,"['HAM', nan]","['PZ:E', nan]",,,,"164,22","511,960",001
145,01032,REGIMIENTO DE INFANTERIA «SORIA» 9,"PUERTO DEL ROSARIO (PALMAS, LAS)",50013880,LD,Z,CBMY,"['HAM', nan]","['PZ:E', nan]",,,,"257,83","511,959",001
146,01033,GRUPO LOGISTICO VII,PONTEVEDRA,50030031,LD,Z,CBMY,"['HAM', nan]","['PZ:E', nan]",,,,"257,83",959,001
147,01034,GRUPO LOGISTICO VII,PONTEVEDRA,50030031,LD,Z,CBMY,"['HAM', nan]","['PZ:E', nan]",,,,"257,83","511,959",001
148,01035,BATALLON DE HELICOPTEROS DE MANIOBRA III,"AGONCILLO (RIOJA, LA)",50033115,LD,Z,CBMY,"['HAM', nan]","['PZ:E', nan]",,,,"257,83",959,001
149,01036,AGRUPACION DE APOYO LOGISTICO N.o 81.,SAN CRISTOBAL DE LA LAGUNA (S. CRUZ TEN.),50038203,LD,Z,CBMY,"['HAM', nan]","['PZ:E', nan]",,,,"257,83",959,001
150,01037,AGRUPACION DE APOYO LOGISTICO N.o 81.,SAN CRISTOBAL DE LA LAGUNA (S. CRUZ TEN.),50038203,LD,Z,CBMY,"['HAM', nan]","['PZ:E', nan]",,,,"231,83","511,959",001
151,01038,ESCUELA DE GUERRA DEL EJÉRCITO DE TIERRA (TOLEDO),TOLEDO,55194251,LD,D,SDO,"['HAM', nan]","['PZ:E', nan]",,,,"131,54","756,960",001
152,01039,BATALLON DE HELICOPTEROS DE EMERGENCIAS II (BETERA),BETERA (VALENCIA),50075516,LD,C,CBO a SDO,"['HAM', nan]","['PZ:E', nan]",,,,"184,24","794,959",002
153,01040,ACADEMIA DE LOGISTICA,CALATAYUD (ZARAGOZA),55100035,LD,C,CB1,"['HAM', nan]","['PZ:E', nan]",,,,"147,87","756,959",004
154,01041,ACADEMIA DE LOGISTICA,CALATAYUD (ZARAGOZA),55100035,LD,X,CB1 a CBO,"['HAM', nan]","['PZ:E', nan]",,,,"147,87","756,960",003
155,01042,ACADEMIA DE LOGISTICA,CALATAYUD (ZARAGOZA),55100035,LD,X,CBO,"['HAM', nan]","['PZ:E', nan]",,,,"147,87","56B,56C,756,960",005
156,01043,ACADEMIA DE LOGISTICA,CALATAYUD (ZARAGOZA),55100035,LD,D,SDO,"['HAM', nan]","['PZ:E', nan]",,,,"131,54","756,959",003
157,01200,BANDERA O.E. «CAB. LEG. MADERAL OLEAGA» XIX DE LA LEGION,ALICANTE,50046681,PA,C,CB1 a CBO,"['ING', 'HAM', 'AMV', nan]",OB:E,,,,"231,83",959,001
158,01201,GRUPO DE CUARTEL GENERAL DEL MANDO DE OPERACIONES ESPECIALES,ALICANTE,50046137,PA,C,CB1 a CBO,"['ING', 'HAM', 'AMV', nan]",OB:E,,,,"231,83","756,959",005
159,01202,GRUPO DE CUARTEL GENERAL DEL MANDO DE OPERACIONES ESPECIALES,ALICANTE,50046137,PA,C,CB1 a CBO,"['ING', 'HAM', 'AMV', nan]",OB:E,,,,"231,83",959,002
160,01203,GRUPO DE CUARTEL GENERAL DEL MANDO DE OPERACIONES ESPECIALES,ALICANTE,50046137,PA,C,CBO a SDO,"['ING', 'HAM', 'AMV', nan]",OB:E,,,,"207,22",959,002
161,01204,GRUPO DE OPERACIONES ESPECIALES «TERCIO DEL AMPURDAN» IV,ALICANTE,50071564,PA,C,CB1 a CBO,"['ING', 'HAM', 'AMV', nan]",OB:E,,,,"231,83",959,001
162,01205,CENTRO DE FORMACION DE TROPA NUM.1,CACERES,55130004,PA,C,CB1,"['ING', 'HAM', 'AMV', nan]",ME:E,,,,"147,87","56B,56C,792,960",001
163,01206,CENTRO DE FORMACION DE TROPA NUM.2,SAN FERNANDO (CADIZ),55130005,PA,C,CB1,"['ING', 'HAM', 'AMV', nan]",ME:E,,,,"147,87","56B,56C,792,960",001
164,01207,ULOG. 23 (CEUTA),CEUTA,50015287,PA,C,CB1,"['ING', 'HAM', 'AMV', nan]",ME:E,,,,"184,24","792,959",001
165,01208,GRUPO LOGISTICO X,CORDOBA,50086388,PA,C,CB1,"['ING', 'HAM', 'AMV', nan]",ME:E,,,,"207,22","792,959",002
166,01209,BATALLON DE CG. DE LA DIVISION «CASTILLEJOS»,HUESCA,50025936,PA,C,CBO,"['ING', 'HAM', 'AMV', nan]",PZ:E,,,,"147,87",959,002
167,01210,BATALLON DE CG. DE LA DIVISION «CASTILLEJOS»,HUESCA,50025936,PA,C,SDO,"['ING', 'HAM', 'AMV', nan]",PZ:E,,,,"147,87","594,959",002
168,01211,AGRUPACION DE APOYO LOGISTICO N.o 11. (COLMENAR),COLMENAR VIEJO (MADRID),50047849,PA,C,CB1,"['ING', 'HAM', 'AMV', nan]",ME:E,,,,"184,24","56B,56C,960",001
169,01212,"BCG DE LA BRIGADA «ALMOGÁVARES» VI, DE PARACAIDISTAS",PARACUELLOS DE JARAMA (MADRID),50027882,PA,C,CB1,"['ING', 'HAM', 'AMV', nan]",P9:E,,,,"231,83",959,002
170,01213,"BCG DE LA BRIGADA «ALMOGÁVARES» VI, DE PARACAIDISTAS",PARACUELLOS DE JARAMA (MADRID),50027882,PA,C,CB1,"['ING', 'HAM', 'AMV', nan]","PT:I,PO:I",,,,"231,83","216,959",004
171,01214,"BCG DE LA BRIGADA «ALMOGÁVARES» VI, DE PARACAIDISTAS",PARACUELLOS DE JARAMA (MADRID),50027882,PA,C,CBO,"['ING', 'HAM', 'AMV', nan]","PT:I,PO:I",,,,"207,22","216,959",008
172,01215,"BCG DE LA BRIGADA «ALMOGÁVARES» VI, DE PARACAIDISTAS",PARACUELLOS DE JARAMA (MADRID),50027882,PA,C,SDO,"['ING', 'HAM', 'AMV', nan]","PT:I,PO:I",,,,"207,22","216,594,959",010
173,01216,BATALLON DE ZAPADORES VI,PARACUELLOS DE JARAMA (MADRID),50056870,PA,C,SDO,"['ING', 'HAM', 'AMV', nan]","PT:I,PO:I",,,,"207,22","216,959",001
174,01217,GRUPO DE ARTILLERIA DE CAMPAÑA VI,PARACUELLOS DE JARAMA (MADRID),50091180,PA,C,CB1 a CBO,"['ING', 'HAM', 'AMV', nan]","PT:I,PO:I",,,,"207,22","216,959",001
175,01218,GRUPO LOGISTICO VI,PARACUELLOS DE JARAMA (MADRID),50058677,PA,C,CB1,"['ING', 'HAM', 'AMV', nan]","PT:I,PO:I,ME:E",,,,"231,83","216,959",002
176,01219,GRUPO LOGISTICO VI,PARACUELLOS DE JARAMA (MADRID),50058677,PA,C,CB1,"['ING', 'HAM', 'AMV', nan]","PT:I,PO:I",,,,"231,83",959,001
177,01220,GRUPO LOGISTICO VI,PARACUELLOS DE JARAMA (MADRID),50058677,PA,C,CB1,"['ING', 'HAM', 'AMV', nan]","PT:I,PO:I",,,,"231,83","216,959",006
178,01221,GRUPO LOGISTICO VI,PARACUELLOS DE JARAMA (MADRID),50058677,PA,C,CB1 a CBO,"['ING', 'HAM', 'AMV', nan]","PT:I,PO:I",,,,"207,22","216,959",001
179,01222,GRUPO LOGISTICO VI,PARACUELLOS DE JARAMA (MADRID),50058677,PA,C,CBO,"['ING', 'HAM', 'AMV', nan]","PT:I,PO:I",,,,"207,22","216,959",012
180,01223,GRUPO LOGISTICO VI,PARACUELLOS DE JARAMA (MADRID),50058677,PA,C,SDO,"['ING', 'HAM', 'AMV', nan]","PT:I,PO:I,ME:E",,,,"207,22","216,594,959",004
181,01224,GRUPO LOGISTICO XII,MADRID,50045610,PA,C,CB1,"['ING', 'HAM', 'AMV', nan]",ME:E,,,,"207,22","514,792,959",001
182,01225,REGIMIENTO DE INFANTERIA «NAPOLES» N.o 4 DE PARACAIDISTAS,PARACUELLOS DE JARAMA (MADRID),50041489,PA,C,CB1 a CBO,"['ING', 'HAM', 'AMV', nan]","PT:I,PO:I",,,,"207,22","216,959",001
183,01226,BATALLON DE CG. DE LA COMGE. DE MELILLA,MELILLA,50066651,PA,C,SDO,"['ING', 'HAM', 'AMV', nan]",PZ:E,,,,"147,87","594,959",002
184,01228,BATALLON DE CG. DE LA BRIGADA «GALICIA» VII,PONTEVEDRA,50027771,PA,C,CBO,"['ING', 'TRS', nan]",PZ:E,,,,"184,24",959,001
185,01229,BATALLON DE CG. DEL CGTAD.,BETERA (VALENCIA),50002381,PA,C,CB1,"['ING', 'TRS', nan]",ME:E,,,,"207,22","792,959",001
186,01230,BATALLON DE POLICIA MILITAR 1,BETERA (VALENCIA),50030003,PA,C,CBO,"['ING', 'TRS', nan]",PZ:E,,,,"184,24",959,002
187,01231,BATALLON DE POLICIA MILITAR 1,BETERA (VALENCIA),50030003,PA,C,SDO,"['ING', 'TRS', nan]",PZ:E,,,,"164,22","594,959",006
188,01232,REGIMIENTO DE CABALLERIA «LUSITANIA» N.o 8,MARINES (VALENCIA),50072765,PA,C,CB1,"['ING', 'TRS', nan]","PT:I,PO:I",,,,"231,83","216,959",001
189,01233,AGRUPACION DE APOYO LOGISTICO N.o 41. (ZARAGOZA),ZARAGOZA,50030461,PA,C,CB1,"['ING', 'TRS', nan]",ME:E,,,,"184,24",960,001
190,01234,CENTRO DE ADIESTRAMIENTO «SAN GREGORIO»,ZARAGOZA,55100021,PA,C,CB1,"['ING', 'TRS', nan]",ME:E,,,,"147,87","56B,56C,960",003
191,01235,CENTRO DE ADIESTRAMIENTO «SAN GREGORIO»,ZARAGOZA,55100021,PA,C,CB1,"['ING', 'TRS', nan]",ME:E,,,,"147,87","56B,56C,792,960",004
192,01236,CENTRO DE ADIESTRAMIENTO «SAN GREGORIO»,ZARAGOZA,55100021,PA,X,CBO,"['ING', 'TRS', nan]",ME:E,,,,"131,54","56B,56C,960",009
193,01237,REGIMIENTO DE PONTONEROS Y ESPECIALIDADES DE INGENIEROS 12,ZARAGOZA,50078704,PA,C,CBO a SDO,"['ING', 'TRS', nan]",BA:E,,,,"207,22","655,959",001
194,01400,CUARTEL GENERAL DEL MANDO DE APOYO A LA MANIOBRA,A CORUÑA,50036450,PA,C,CB1 a SDO,"['ADM', 'AMV', 'MAAM', 'TRS', 'MCH', 'ILG/IMZ', 'MUS', nan]",,,,,"147,87","511,753,960",001
195,01401,REGIMIENTO DE TRANSMISIONES 22 (LA CORUÑA),A CORUÑA,50033792,PA,C,CB1,"['ADM', 'AMV', 'MAAM', 'TRS', 'MCH', 'ILG/IMZ', 'MUS', nan]",,,,,"147,87","56B,959",001
196,01402,REGIMIENTO DE TRANSMISIONES 22 (LA CORUÑA),A CORUÑA,50033792,PA,C,CBO,"['ADM', 'AMV', 'MAAM', 'TRS', 'MCH', 'ILG/IMZ', 'MUS', nan]",,,,,"147,87","56B,56C,656,960",001
197,01403,REGIMIENTO DE TRANSMISIONES 22 (LA CORUÑA),A CORUÑA,50033792,PA,D,SDO,"['ADM', 'AMV', 'MAAM', 'TRS', 'MCH', 'ILG/IMZ', 'MUS', nan]",,,,,"147,87","511,56B,656,959",001
198,01404,CENTRO DE ADIESTRAMIENTO «CHINCHILLA»,CHINCHILLA DE MONTE-ARAGON (ALBACETE),55100020,PA,X,CBO,"['ADM', 'AMV', 'MAAM', 'TRS', 'MCH', 'ILG/IMZ', 'MUS', nan]",,,,,"131,54","511,56B,56C,960",001
199,01405,CENTRO DE ADIESTRAMIENTO «CHINCHILLA»,CHINCHILLA DE MONTE-ARAGON (ALBACETE),55100020,PA,D,SDO,"['ADM', 'AMV', 'MAAM', 'TRS', 'MCH', 'ILG/IMZ', 'MUS', nan]",,,,,"118,14","56B,56C,960",003
