,n_vac,uco,ciu,pt,asig,ta,empleo,efun,cursos,t_max,t_min,fecha_cob,csce,obs,cantidad_vacantes
292,01878,ACADEMIA GENERAL MILITAR,ZARAGOZA,55105700,PA,D,SDO,"['IMZ/CAB', 'ADM', 'AMV', 'TRS', 'HAM', 'MCH', 'ILG/IMZ', 'MUS', 'MEQ', nan]",,,,,"118,14","56B,56C,960",004
293,01879,BATALLON DE CG. DE LA BRIGADA «ARAGON» I,ZARAGOZA,51030836,PA,C,CB1,"['IMZ/CAB', 'ADM', 'AMV', 'TRS', 'HAM', 'MCH', 'ILG/IMZ', 'MUS', 'MEQ', nan]",,,,,"184,24","511,959",001
294,01880,BATALLON DE CG. DE LA BRIGADA «ARAGON» I,ZARAGOZA,51030836,PA,C,CB1,"['IMZ/CAB', 'ADM', 'AMV', 'TRS', 'HAM', 'MCH', 'ILG/IMZ', 'MUS', 'MEQ', nan]",,,,,"184,24","511,959",001
295,01881,BATALLON DE CG. DE LA BRIGADA «ARAGON» I,ZARAGOZA,51030836,PA,C,CBO,"['IMZ/CAB', 'ADM', 'AMV', 'TRS', 'HAM', 'MCH', 'ILG/IMZ', 'MUS', 'MEQ', nan]",,,,,"164,22","511,959",003
296,01882,BATALLON DE CG. DE LA BRIGADA «ARAGON» I,ZARAGOZA,51030836,PA,C,CBO,"['IMZ/CAB', 'ADM', 'AMV', 'TRS', 'HAM', 'MCH', 'ILG/IMZ', 'MUS', 'MEQ', nan]",,,,,"164,22","511,959",003
297,01883,BATALLON DE CG. DE LA BRIGADA «ARAGON» I,ZARAGOZA,51030836,PA,C,SDO,"['IMZ/CAB', 'ADM', 'AMV', 'TRS', 'HAM', 'MCH', 'ILG/IMZ', 'MUS', 'MEQ', nan]",,,,,"147,87","511,594,959",010
298,01884,BATALLON DE CG. DE LA BRIGADA «ARAGON» I,ZARAGOZA,51030836,PA,C,SDO,"['IMZ/CAB', 'ADM', 'AMV', 'TRS', 'HAM', 'MCH', 'ILG/IMZ', 'MUS', 'MEQ', nan]",,,,,"147,87","511,594,959",005
299,01885,CENTRO DE ADIESTRAMIENTO «SAN GREGORIO»,ZARAGOZA,55100021,PA,C,CB1,"['IMZ/CAB', 'ADM', 'AMV', 'TRS', 'HAM', 'MCH', 'ILG/IMZ', 'MUS', 'MEQ', nan]",,,,,"131,54","56B,56C,960",002
300,01886,CENTRO DE ADIESTRAMIENTO «SAN GREGORIO»,ZARAGOZA,55100021,PA,C,CB1,"['IMZ/CAB', 'ADM', 'AMV', 'TRS', 'HAM', 'MCH', 'ILG/IMZ', 'MUS', 'MEQ', nan]",,,,,"164,22","165,959",003
301,01887,CENTRO DE ADIESTRAMIENTO «SAN GREGORIO»,ZARAGOZA,55100021,PA,X,CBO,"['IMZ/CAB', 'ADM', 'AMV', 'TRS', 'HAM', 'MCH', 'ILG/IMZ', 'MUS', 'MEQ', nan]",,,,,"131,54","56B,56C,960",001
302,01888,CENTRO DE ADIESTRAMIENTO «SAN GREGORIO»,ZARAGOZA,55100021,PA,X,CBO,"['IMZ/CAB', 'ADM', 'AMV', 'TRS', 'HAM', 'MCH', 'ILG/IMZ', 'MUS', 'MEQ', nan]",,,,,"147,87","165,511,959",009
303,01889,CENTRO DE ADIESTRAMIENTO «SAN GREGORIO»,ZARAGOZA,55100021,PA,D,SDO,"['IMZ/CAB', 'ADM', 'AMV', 'TRS', 'HAM', 'MCH', 'ILG/IMZ', 'MUS', 'MEQ', nan]",,,,,"118,14","56B,56C,960",004
304,01890,CENTRO DE ADIESTRAMIENTO «SAN GREGORIO»,ZARAGOZA,55100021,PA,D,SDO,"['IMZ/CAB', 'ADM', 'AMV', 'TRS', 'HAM', 'MCH', 'ILG/IMZ', 'MUS', 'MEQ', nan]",,,,,"147,87","165,511,594,959",008
305,01891,DIRECCION DE ASUNTOS ECONOMICOS (ZARAGOZA),ZARAGOZA,59037505,PA,C,CB1 a CBO,"['IMZ/CAB', 'ADM', 'AMV', 'TRS', 'HAM', 'MCH', 'ILG/IMZ', 'MUS', 'MEQ', nan]",,,,,"131,54","56B,56C,656,960",002
306,01892,GRUPO LOGISTICO I,ZARAGOZA,51028762,PA,C,CB1,"['IMZ/CAB', 'ADM', 'AMV', 'TRS', 'HAM', 'MCH', 'ILG/IMZ', 'MUS', 'MEQ', nan]",,,,,"184,24","511,959",002
307,01893,GRUPO LOGISTICO I,ZARAGOZA,51028762,PA,C,CBO,"['IMZ/CAB', 'ADM', 'AMV', 'TRS', 'HAM', 'MCH', 'ILG/IMZ', 'MUS', 'MEQ', nan]",,,,,"164,22","511,959",004
308,01894,GRUPO LOGISTICO I,ZARAGOZA,51028762,PA,C,SDO,"['IMZ/CAB', 'ADM', 'AMV', 'TRS', 'HAM', 'MCH', 'ILG/IMZ', 'MUS', 'MEQ', nan]",,,,,"147,87","511,594,959",010
309,01895,REGIMIENTO ACORAZADO «PAVIA»4,ZARAGOZA,51094394,PA,C,CB1,"['IMZ/CAB', 'ADM', 'AMV', 'TRS', 'HAM', 'MCH', 'ILG/IMZ', 'MUS', 'MEQ', nan]",,,,,"184,24",959,001
310,01896,REGIMIENTO ACORAZADO «PAVIA»4,ZARAGOZA,51094394,PA,C,CB1 a CBO,"['IMZ/CAB', 'ADM', 'AMV', 'TRS', 'HAM', 'MCH', 'ILG/IMZ', 'MUS', 'MEQ', nan]",,,,,"184,24",960,001
311,01897,REGIMIENTO ACORAZADO «PAVIA»4,ZARAGOZA,51094394,PA,C,CBO a SDO,"['IMZ/CAB', 'ADM', 'AMV', 'TRS', 'HAM', 'MCH', 'ILG/IMZ', 'MUS', 'MEQ', nan]",,,,,"164,22","511,959",001
312,01898,REGIMIENTO DE ARTILLERIA DE CAMPAÑA 20,ZARAGOZA,51064432,PA,C,CB1,"['IMZ/CAB', 'ADM', 'AMV', 'TRS', 'HAM', 'MCH', 'ILG/IMZ', 'MUS', 'MEQ', nan]",,,,,"184,24",959,001
313,01899,REGIMIENTO DE PONTONEROS Y ESPECIALIDADES DE INGENIEROS 12,ZARAGOZA,50078704,PA,C,CB1 a CBO,"['IMZ/CAB', 'ADM', 'AMV', 'TRS', 'HAM', 'MCH', 'ILG/IMZ', 'MUS', 'MEQ', nan]",,,,,"164,22",960,001
314,01900,REGIMIENTO DE PONTONEROS Y ESPECIALIDADES DE INGENIEROS 12,ZARAGOZA,50078704,PA,C,CBO a SDO,"['IMZ/CAB', 'ADM', 'AMV', 'TRS', 'HAM', 'MCH', 'ILG/IMZ', 'MUS', 'MEQ', nan]",,,,,"164,22","511,960",001
315,01901,REGIMIENTO DE PONTONEROS Y ESPECIALIDADES DE INGENIEROS 12,ZARAGOZA,50078704,PA,C,CBO a SDO,"['IMZ/CAB', 'ADM', 'AMV', 'TRS', 'HAM', 'MCH', 'ILG/IMZ', 'MUS', 'MEQ', nan]",,,,,"164,22",959,001
316,01902,REGIMIENTO DE TRANSMISIONES 22 (CALATAYUD),CALATAYUD (ZARAGOZA),50095518,PA,C,CB1,"['IMZ/CAB', 'ADM', 'AMV', 'TRS', 'HAM', 'MCH', 'ILG/IMZ', 'MUS', 'MEQ', nan]",,,,,"147,87","56B,656,959",001
317,01903,REGIMIENTO DE TRANSMISIONES 22 (CALATAYUD),CALATAYUD (ZARAGOZA),50095518,PA,C,CBO,"['IMZ/CAB', 'ADM', 'AMV', 'TRS', 'HAM', 'MCH', 'ILG/IMZ', 'MUS', 'MEQ', nan]",,,,,"147,87","56B,656,959",001
318,01904,REGIMIENTO DE TRANSMISIONES 22 (ZARAGOZA),ZARAGOZA,50052845,PA,D,SDO,"['IMZ/CAB', 'ADM', 'AMV', 'TRS', 'HAM', 'MCH', 'ILG/IMZ', 'MUS', 'MEQ', nan]",,,,,"147,87","511,56B,56C,656,960",004
319,01905,USAC «SAN FERNANDO»,ZARAGOZA,54330029,PA,C,CB1,"['IMZ/CAB', 'ADM', 'AMV', 'TRS', 'HAM', 'MCH', 'ILG/IMZ', 'MUS', 'MEQ', nan]",,,,,"131,54","56B,56C,960",001
320,01906,USAC «SAN FERNANDO»,ZARAGOZA,54330029,PA,X,CBO,"['IMZ/CAB', 'ADM', 'AMV', 'TRS', 'HAM', 'MCH', 'ILG/IMZ', 'MUS', 'MEQ', nan]",,,,,"118,14","56B,56C,960",001
321,01907,USAC «SANGENIS»,ZARAGOZA,54330032,PA,X,CBO,"['IMZ/CAB', 'ADM', 'AMV', 'TRS', 'HAM', 'MCH', 'ILG/IMZ', 'MUS', 'MEQ', nan]",,,,,"118,14","56B,56C,960",001
322,01908,USAC «SANGENIS»,ZARAGOZA,54330032,PA,C,SDO,"['IMZ/CAB', 'ADM', 'AMV', 'TRS', 'HAM', 'MCH', 'ILG/IMZ', 'MUS', 'MEQ', nan]",,,,,"104,96","56B,56C,960",001
323,01909,USBA «SAN JORGE»,ZARAGOZA,54330036,PA,X,CBO,"['IMZ/CAB', 'ADM', 'AMV', 'TRS', 'HAM', 'MCH', 'ILG/IMZ', 'MUS', 'MEQ', nan]",,,,,"118,14","56B,56C,960",004
324,01910,USBA «SAN JORGE»,ZARAGOZA,54330036,PA,D,SDO,"['IMZ/CAB', 'ADM', 'AMV', 'TRS', 'HAM', 'MCH', 'ILG/IMZ', 'MUS', 'MEQ', nan]",,,,,"104,96","56B,56C,960",002
325,05300,RGTO.DE.INF. «GALICIA» N.o 64 DE CAZADORES DE MONTAÑA,50037163,5JA76/012,PA,C,CAP,"['CAB.', 'TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"412,70",959,
326,05301,CUARTEL GENERAL DEL MANDO DE TROPAS DE MONTAÑA,50083231,5JA86/001,PA,C,CAP,"['CAB.', 'TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"374,87","656,959",
327,05302,RGTO.DE.INF. «GALICIA» N.o 64 DE CAZADORES DE MONTAÑA,50037163,5TA4H/017,PA,C,TTE,"['CAB.', 'TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"338,86","511,740,959",
328,05303,REGIMIENTO DE CABALLERIA «MONTESA» 3,50092139,5JA78/001,PA,C,CAP,"['CAB.', 'TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"374,87",959,
329,05304,REGIMIENTO MIXTO DE ARTILLERIA 30,50056218,5JA80/007,PA,C,CAP,"['CAB.', 'TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"374,87","511,959",
330,05305,ULOG. 23 (CEUTA),50015287,5JA77/002,PA,C,CAP,"['CAB.', 'TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"374,87","511,959",
331,05306,REGIMIENTO DE CABALLERIA «ALCANTARA» 10,50028152,5JA78/002,PA,C,CAP,"['CAB.', 'TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"374,87",959,
332,05307,REGIMIENTO DE CABALLERIA «ALCANTARA» 10,50028152,5JA78/008,PA,C,CAP,"['CAB.', 'TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"374,87",959,
333,05308,REGIMIENTO MIXTO DE ARTILLERIA 32,50046840,5JA80/014,PA,C,CAP,"['CAB.', 'TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"374,87",959,
334,05309,REGIMIENTO MIXTO DE ARTILLERIA 32,50046840,5JA80/017,PA,C,CAP,"['CAB.', 'TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"374,87",959,
335,05310,TERCIO «GRAN CAPITAN» 1 DE LA LEGION,50073110,5TA4H/006,PA,C,TTE,"['CAB.', 'TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"338,86","740,959",
336,05311,REGIMIENTO DE OPERACIONES DE INFORMACION N.o 1,50069718,5JA77/002,PA,C,CAP,"['CAB.', 'TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"374,87","511,959",
337,05312,REGIMIENTO DE OPERACIONES DE INFORMACION N.o 1,50069718,5JA77/007,PA,C,CAP,"['CAB.', 'TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"374,87","511,959",
338,05340,REGIMIENTO DE INFANTERIA «CANARIAS» 50,50064927,5TA4H/003,PA,C,TTE,"['TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"338,86","740,959",
339,05341,AGRUPACION DE TRANSPORTE NUM.1,50022962,5JA77/005,PA,C,CAP,"['TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"374,87","511,959",
340,05342,AGRUPACION DE APOYO LOGISTICO N.o 81.,50038203,5JA77/003,PA,C,CAP,"['TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"374,87","511,960",
341,05343,AGRUPACION DE APOYO LOGISTICO N.o 11. (COLMENAR),50047849,5JA77/002,PA,C,CAP,"['TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"374,87","511,959",
342,05344,AGRUPACION DE APOYO LOGISTICO N.o 21 (SEVILLA),50080638,5JA77/003,PA,C,CAP,"['TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"374,87","511,959",
343,05345,REGIMIENTO DE ARTILLERIA DE COSTA 4 (SAN FERNANDO),50012789,5JA80/001,PA,C,CAP,"['TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"374,87",959,
344,05346,REGIMIENTO DE ARTILLERIA DE COSTA 4 (TARIFA),50013127,5JA80/002,PA,C,CAP,"['TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"374,87",959,
345,05347,REGIMIENTO DE ARTILLERIA ANTIAEREA 74,50060244,5JA80/002,PA,C,CAP,"['TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"374,87",959,
346,05348,REGIMIENTO DE ARTILLERIA ANTIAEREA 74,50060244,5JA80/005,PA,C,CAP,"['TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"374,87",959,
347,05349,REGIMIENTO DE ARTILLERIA ANTIAEREA 74,50060244,5JA80/006,PA,C,CAP,"['TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"374,87",959,
348,05350,REGIMIENTO DE ARTILLERIA DE CAMPAÑA 11,50078337,5JA80/005,PA,C,CAP,"['TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"374,87",959,
349,05351,REGIMIENTO DE ARTILLERIA ANTIAEREA 74 (SAN ROQUE),50093224,5JA80/004,PA,C,CAP,"['TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"374,87",959,
350,05352,REGIMIENTO DE ARTILLERIA LC. DE CAMPAÑA 63,50094413,5JA80/009,PA,C,CAP,"['TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"374,87",959,
351,05353,REGIMIENTO DE GUERRA ELECTRONICA 31,50039122,5JA86/013,PA,C,CAP,"['TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"374,87","656,959",
352,05354,REGIMIENTO DE TRANSMISIONES 21,50082577,5JA86/003,PA,C,CAP,"['TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"374,87",959,
353,05355,UNIDAD LOGISTICA DEL MANDO DE OPERACIONES ESPECIALES,50090748,5JA77/002,PA,C,CAP,"['TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"412,70","511,656,959",
354,05356,UNIDAD LOGISTICA DEL MANDO DE OPERACIONES ESPECIALES,50090748,5JA77/005,PA,C,CAP,"['TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"412,70","511,656,959",
355,05357,UNIDAD LOGISTICA DEL MANDO DE OPERACIONES ESPECIALES,50090748,5JA77/003,PA,C,CAP,"['TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"412,70","511,656,959",
356,05358,UNIDAD LOGISTICA DEL MANDO DE OPERACIONES ESPECIALES,50090748,5JA77/004,PA,C,CAP,"['TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"412,70","511,656,959",
357,05359,REGIMIENTO DE ARTILLERIA ANTIAEREA 73,50041299,5TA4K/001,PA,C,TTE,"['TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"338,86","740,959",
358,05360,REGIMIENTO DE GUERRA ELECTRONICA 31,50039122,5TA4G/006,PA,C,TTE,"['TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"338,86","656,740,959",
359,05361,REGIMIENTO DE ARTILLERIA ANTIAEREA 94,50030081,5JA80/011,PA,C,CAP,"['TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"374,87",959,
360,05362,REGIMIENTO DE ARTILLERIA ANTIAEREA 94,50030081,5JA80/002,PA,C,CAP,"['TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"374,87",959,
361,05363,REGIMIENTO DE TRANSMISIONES 22 (TENERIFE),50014844,5JA86/008,PA,C,CAP,"['TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"338,86",959,
362,05364,REGIMIENTO DE GUERRA ELECTRONICA 32 (VIATOR),50044651,5JA86/002,PA,C,CAP,"['TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"374,87","511,546,656,960",
363,05365,REGIMIENTO DE TRANSMISIONES 22 (P. ALARCON),50046267,5JA86/001,PA,C,CAP,"['TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"338,86",959,
364,05366,REGIMIENTO DE TRANSMISIONES 22 (P. ALARCON),50046267,5JA86/003,PA,C,CAP,"['TRA.', 'ART.', 'INF.', nan]",,"['6', nan]",,,"338,86",960,
365,05367,REGIMIENTO DE GUERRA ELECTRONICA 32 (LAS PALMAS),50057180,5JA86/002,PA,C,CAP,"['INF.', 'TRA.', 'INF./CAB.', 'CAB.', 'SISEL', nan]",,"['6', nan]",,,"374,87","656,960",
366,05368,REGIMIENTO DE GUERRA ELECTRONICA 32 (LAS PALMAS),50057180,5JA86/003,PA,C,CAP,"['INF.', 'TRA.', 'INF./CAB.', 'CAB.', 'SISEL', nan]",,"['6', nan]",,,"374,87","656,960",
367,05369,REGIMIENTO DE GUERRA ELECTRONICA 32,50084861,5JA86/011,PA,C,CAP,"['INF.', 'TRA.', 'INF./CAB.', 'CAB.', 'SISEL', nan]",,"['6', nan]",,,"374,87","656,959",
368,05370,REGIMIENTO DE GUERRA ELECTRONICA 32,50084861,5JA86/005,PA,C,CAP,"['INF.', 'TRA.', 'INF./CAB.', 'CAB.', 'SISEL', nan]",,"['6', nan]",,,"374,87","656,959",
369,05371,REGIMIENTO DE TRANSMISIONES 22 (GRANADA),50096221,5JA86/001,PA,C,CAP,"['INF.', 'TRA.', 'INF./CAB.', 'CAB.', 'SISEL', nan]",,"['6', nan]",,,"338,86","511,960",
370,05372,REGIMIENTO DE TRANSMISIONES 22 (P. ALARCON),50046267,5WC11/004,PA,C,CAP,"['INF.', 'TRA.', 'INF./CAB.', 'CAB.', 'SISEL', nan]",,"['6', nan]",,,"338,86",960,
371,05373,BATALLON DE HELICOPTEROS DE MANIOBRA VI,50030082,5JA77/002,PA,C,CAP,"['INF.', 'TRA.', 'INF./CAB.', 'CAB.', 'SISEL', nan]",,"['6', nan]",,,"374,87","511,656,959",
372,05374,REGIMIENTO DE INTELIGENCIA 1 (SAN ANDRES DE RABANEDO),50012637,5JA77/003,PA,C,CAP,"['INF.', 'TRA.', 'INF./CAB.', 'CAB.', 'SISEL', nan]",,"['6', nan]",,,"374,87","511,656,959",
373,05375,REGIMIENTO DE INFANTERIA «PALMA» 47,50066277,5TA4H/004,PA,C,TTE,"['INF.', 'TRA.', 'INF./CAB.', 'CAB.', 'SISEL', nan]",,"['6', nan]",,,"304,34","740,959",
374,05376,REGIMIENTO DE INFANTERIA «INMEMORIAL DEL REY» 1 CGE,58000001,5JA76/001,PA,C,CAP,"['INF.', 'TRA.', 'INF./CAB.', 'CAB.', 'SISEL', nan]",,"['6', nan]",,,"338,86",959,
375,05377,REGIMIENTO DE INFANTERIA «INMEMORIAL DEL REY»1 CGE (POZUELO),58000003,5TA4H/003,PA,C,TTE,"['INF.', 'TRA.', 'INF./CAB.', 'CAB.', 'SISEL', nan]",,"['6', nan]",,,"291,07","740,765,959",
376,05378,CENTRO DE ADIESTRAMIENTO «SAN GREGORIO»,55100021,5JA85/001,PA,D,CAP,"['INF.', 'TRA.', 'INF./CAB.', 'CAB.', 'SISEL', nan]",,"['6', nan]",,,"291,07",959,
377,05379,ACADEMIA GENERAL BASICA DE SUBOFICIALES,55104707,5JA77/003,PA,D,CAP,"['INF.', 'TRA.', 'INF./CAB.', 'CAB.', 'SISEL', nan]",,"['6', nan]",,,"338,86","511,960",
378,05380,CENTRO DE FORMACION DE TROPA NUM. 1,55130004,5JA77/007,PA,D,CAP,"['INF.', 'TRA.', 'INF./CAB.', 'CAB.', 'SISEL', nan]",,"['6', nan]",,,"291,07","270,511,960",
379,05381,ACADEMIA DE CABALLERIA,55107701,5JA9C/013,PA,X,CAP,"['INF.', 'TRA.', 'INF./CAB.', 'CAB.', 'SISEL', nan]",,"['6', nan]",,,"291,07","567,960",
380,05382,PARQUE Y CENTRO DE MANTO. DE SIS. ACORAZADOS NUM. 2,57200013,5JA9U/001,PA,X,CAP,"['INF.', 'TRA.', 'INF./CAB.', 'CAB.', 'SISEL', nan]",,"['6', nan]",,,"284,79","567,960",
381,05390,"DIRECCION DE ENSEÑANZA, INS. ADI. EVAL. (GRANADA)",55100004,5JM53/008,PA,C,CTE,,,,,,"374,87","656,960",
382,05391,ACADEMIA GENERAL MILITAR,55105700,5JM53/001,PA,C,CTE,,,,,,"338,86",960,
383,05392,PARQUE Y CENTRO DE MANTO. DE SIS. ACORAZADOS NUM. 1,57200012,5JM53/001,PA,C,CTE,,,,,,"291,07",960,
384,05393,DIRECCION DE INTEGRACION DE FUNCIONES LOGISTICAS,57272892,5JM53/004,PA,C,CTE,,,,,,"374,87","656,960",
385,05394,CENTRO DE ADIESTRAMIENTO «SAN GREGORIO»,55100021,5JM74/001,PA,C,CTE a CAP,,,,,,"291,07",960,
386,05395,RESIDENCIA MIL. AC. SOCIAL ESTUDIANTES «VIRGEN DE LA PAZ»,56330004,5JM74/001,PA,D,CTE a CAP,,,,,,"291,07",960,
387,05396,RESIDENCIA MIL. AC. SOCIAL ESTUDIANTES «VIRGEN DE LA PAZ»,56330004,5JM89/002,PA,D,CAP,,,,,,"284,79","511,960",
388,05397,CUARTEL GENERAL DEL MANDO DE TROPAS DE MONTAÑA,50083231,5WE38/001,PA,C,TTE,INT.,,"['8', nan]",,,"412,70","656,765,959",
389,05398,DIRECCION DE ASUNTOS ECONOMICOS (SEVILLA),59030002,5WB84/002,PA,C,CAP,INT.,,"['8', nan]",,,"284,79","656,960",
390,05399,JEFATURA DEL MANDO DE APOYO LOGISTICO,57005389,5WB84/001,PA,C,CAP,INT.,,"['8', nan]",,,"338,86","656,960",
391,05400,PARQUE Y CENTRO DE MANTO. DE VEHICULOS RUEDAS NUM. 1,57200014,5WB84/001,PA,C,CAP,INT.,,"['8', nan]",,,"284,79","623,656,960",
392,05401,PARQUE Y CENTRO DE MANTO. DE ARM. Y MAT. DE ARTILLERIA,57200010,5WE38/001,PA,C,TTE,INT.,,"['8', nan]",,,"284,79","656,765,960",
393,05402,DIRECCION DE INFRAESTRUCTURA,54630000,5WB88/004,PA,C,CAP,CONST,,"['8', nan]",,,"338,86","656,960",
394,05403,JEFATURA DEL MANDO DE APOYO LOGISTICO,57005389,5WB89/002,PA,C,CAP,TL/EL,,"['8', nan]",,,"338,86","468,656,960",
395,05404,JEFATURA DEL MANDO DE APOYO LOGISTICO,57005389,5WB87/011,PA,C,CAP,ARMT.,,"['8', nan]",,,"338,86","656,960",
396,05405,COMANDANCIA DE OBRAS N.o 3 ZARAGOZA,54630008,5WC6A/005,PA,C,CAP a TTE,CONST,,"['8', nan]",,,"291,07",960,
397,05406,PARQUE Y CENTRO DE MANTO. DE SIS. ACORAZADOS NUM. 1,57200012,5WC61/001,PA,C,CAP a TTE,ARMT.,,"['8', nan]",,,"291,07",960,
